ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q107986352,First Harris Cabinet,2015-02-18,11,,,2020-06-05,11,,,,,Q110287529,Second Harris Cabinet,,,,
,Q110287529,Second Harris Cabinet,2020-06-05,11,,,,,,,Q107986352,First Harris Cabinet,,,,,,
